Name	Description
ENSG00000103994.12	ZNF106
ENSG00000166946.9	CCNDBP1
ENSG00000166963.8	MAP1A
ENSG00000167004.8	PDIA3
ENSG00000140264.15	SERF2
ENSG00000140259.6	MFAP1
ENSG00000104131.8	EIF3J
ENSG00000166710.13	B2M
ENSG00000137857.13	DUOX1
ENSG00000171766.11	GATM
ENSG00000137767.9	SQRDL
ENSG00000128951.9	DUT
ENSG00000166147.9	FBN1
ENSG00000255302.3	EID1
ENSG00000138593.4	SECISBP2L
ENSG00000166200.10	COPS2
ENSG00000128989.6	ARPP19
ENSG00000137876.5	RSL24D1
ENSG00000103569.5	AQP9
ENSG00000137776.12	SLTM
ENSG00000140307.6	GTF2A2
ENSG00000182718.12	ANXA2
ENSG00000140416.15	TPM1
ENSG00000185088.8	RPS27L
ENSG00000028528.10	SNX1
ENSG00000166794.4	PPIB
ENSG00000180304.10	OAZ2
ENSG00000166831.4	RBPMS2
ENSG00000241839.5	PLEKHO2
ENSG00000090487.6	SPG21
ENSG00000103710.6	RASL12
ENSG00000074696.8	PTPLAD1
ENSG00000103769.5	RAB11A
ENSG00000169032.5	MAP2K1
ENSG00000174444.10	RPL4
ENSG00000166949.11	SMAD3
ENSG00000140350.11	ANP32A
ENSG00000137818.7	RPLP1
ENSG00000137831.10	UACA
ENSG00000166173.9	LARP6
ENSG00000067225.13	PKM
ENSG00000137817.12	PARP6
ENSG00000213614.5	HEXA
ENSG00000166233.8	ARIH1
ENSG00000159322.13	ADPGK
ENSG00000156642.12	NPTN
ENSG00000129009.8	ISLR
ENSG00000138629.11	UBL7
ENSG00000103653.12	CSK
ENSG00000140474.8	ULK3
ENSG00000140497.12	SCAMP2
ENSG00000178761.10	FAM219B
ENSG00000178741.7	COX5A
ENSG00000198794.7	SCAMP5
ENSG00000140365.11	COMMD4
ENSG00000140400.10	MAN2C1
ENSG00000177971.7	IMP3
ENSG00000173546.7	CSPG4
ENSG00000140374.11	ETFA
ENSG00000117906.9	RCN2
ENSG00000140391.10	TSPAN3
ENSG00000167202.7	TBC1D2B
ENSG00000140403.8	DNAJA4
ENSG00000140395.4	WDR61
ENSG00000041357.11	PSMA4
ENSG00000185787.10	MORF4L1
ENSG00000103811.11	CTSH
ENSG00000166557.8	TMED3
ENSG00000086666.14	ZFAND6
ENSG00000064726.5	BTBD1
ENSG00000166503.4	HDGFRP3
ENSG00000140612.9	SEC11A
ENSG00000140545.10	MFGE8
ENSG00000140521.7	POLG
ENSG00000140519.8	RHCG
ENSG00000166819.7	PLIN1
ENSG00000166825.9	ANPEP
ENSG00000182054.5	IDH2
ENSG00000185033.10	SEMA4B
ENSG00000185043.6	CIB1
ENSG00000182768.7	NGRN
ENSG00000140575.8	IQGAP1
ENSG00000140564.6	FURIN
ENSG00000196547.10	MAN2A2
ENSG00000140553.12	UNC45A
ENSG00000272888.1	AC013394.2
ENSG00000182175.9	RGMA
ENSG00000185551.8	NR2F2
ENSG00000182253.10	SYNM
ENSG00000068305.13	MEF2A
ENSG00000131871.10	VIMP
ENSG00000131876.12	SNRPA1
ENSG00000007384.11	RHBDF1
ENSG00000103152.7	MPG
ENSG00000188536.8	HBA2
ENSG00000206172.4	HBA1
ENSG00000086506.2	HBQ1
ENSG00000007392.12	LUC7L
ENSG00000167930.11	ITFG3
ENSG00000076344.11	RGS11
ENSG00000185615.11	PDIA2
ENSG00000086504.11	MRPL28
ENSG00000129925.6	TMEM8A
ENSG00000103202.8	NME4
ENSG00000090565.11	RAB11FIP3
ENSG00000197562.5	RAB40C
ENSG00000130731.11	C16orf13
ENSG00000172366.15	FAM195A
ENSG00000140983.9	RHOT2
ENSG00000103266.6	STUB1
ENSG00000161999.7	JMJD8
ENSG00000127585.7	FBXL16
ENSG00000196557.6	CACNA1H
ENSG00000197253.9	TPSB2
ENSG00000172236.12	TPSAB1
ENSG00000007520.3	TSR3
ENSG00000090581.5	GNPTG
ENSG00000103249.13	CLCN7
ENSG00000100726.10	TELO2
ENSG00000131634.9	TMEM204
ENSG00000206053.8	HN1L
ENSG00000138834.8	MAPK8IP3
ENSG00000103024.3	NME3
ENSG00000074071.9	MRPS34
ENSG00000162032.11	SPSB3
ENSG00000063854.8	HAGH
ENSG00000198736.7	MSRB1
ENSG00000140990.10	NDUFB10
ENSG00000140988.11	RPS2
ENSG00000167962.8	ZNF598
ENSG00000065054.9	SLC9A3R2
ENSG00000103197.12	TSC2
ENSG00000008710.13	PKD1
ENSG00000260260.1	RP11-304L19.5
ENSG00000131653.8	TRAF7
ENSG00000167965.13	MLST8
ENSG00000167967.11	E4F1
ENSG00000167969.8	ECI1
ENSG00000205937.7	RNPS1
ENSG00000185883.6	ATP6V0C
ENSG00000167978.12	SRRM2
ENSG00000103363.10	TCEB2
ENSG00000162078.7	ZG16B
ENSG00000162076.8	FLYWCH2
ENSG00000006327.9	TNFRSF12A
ENSG00000103145.6	HCFC1R1
ENSG00000131652.9	THOC6
ENSG00000008516.12	MMP25
ENSG00000008517.12	IL32
ENSG00000126602.6	TRAP1
ENSG00000005339.8	CREBBP
ENSG00000168140.4	VASN
ENSG00000103423.9	DNAJA3
ENSG00000103415.7	HMOX2
ENSG00000089486.12	CDIP1
ENSG00000102858.8	MGRN1
ENSG00000168101.10	NUDT16L1
ENSG00000067836.8	ROGDI
ENSG00000140632.12	GLYR1
ENSG00000118898.11	PPL
ENSG00000153048.6	CARHSP1
ENSG00000187555.10	USP7
ENSG00000213853.5	EMP2
ENSG00000122304.6	PRM2
ENSG00000175646.3	PRM1
ENSG00000189067.8	LITAF
ENSG00000184602.5	SNN
ENSG00000153066.8	TXNDC11
ENSG00000171490.8	RSL1D1
ENSG00000103342.8	GSPT1
ENSG00000179889.14	PDXDC1
ENSG00000157045.4	NTAN1
ENSG00000188599.13	NPIPP1
ENSG00000166780.6	C16orf45
ENSG00000166783.15	KIAA0430
ENSG00000133392.12	MYH11
ENSG00000134419.11	RPS15A
ENSG00000170540.10	ARL6IP1
ENSG00000006007.7	GDE1
ENSG00000167191.7	GPRC5B
ENSG00000169347.12	GP2
ENSG00000011638.6	TMEM159
ENSG00000197006.9	METTL9
ENSG00000140740.6	UQCRC2
ENSG00000140743.3	CDR2
ENSG00000103365.11	GGA2
ENSG00000004779.5	NDUFAB1
ENSG00000090905.13	TNRC6A
ENSG00000140750.12	ARHGAP17
ENSG00000169189.12	NSMCE1
ENSG00000077238.9	IL4R
ENSG00000077235.13	GTF3C1
ENSG00000169180.7	XPO6
ENSG00000176046.7	NUPR1
ENSG00000176476.4	CCDC101
ENSG00000168488.14	ATXN2L
ENSG00000178952.4	TUFM
ENSG00000178188.10	SH2B1
ENSG00000196296.9	ATP2A1
ENSG00000176953.6	NFATC2IP
ENSG00000169682.13	SPNS1
ENSG00000103495.9	MAZ
ENSG00000167371.12	PRRT2
ENSG00000013364.14	MVP
ENSG00000103502.9	CDIPT
ENSG00000149932.12	TMEM219
ENSG00000149930.13	TAOK2
ENSG00000169592.10	INO80E
ENSG00000149925.12	ALDOA
ENSG00000149923.9	PPP4C
ENSG00000090238.7	YPEL3
ENSG00000102882.7	MAPK3
ENSG00000102879.11	CORO1A
ENSG00000169217.4	CD2BP2
ENSG00000169221.9	TBC1D10B
ENSG00000180209.7	MYLPF
ENSG00000179918.15	SEPHS2
ENSG00000169957.8	ZNF768
ENSG00000156858.7	PRR14
ENSG00000156860.11	FBRS
ENSG00000080603.12	SRCAP
ENSG00000103549.17	RNF40
ENSG00000103496.10	STX4
ENSG00000167397.10	VKORC1
ENSG00000103507.9	BCKDK
ENSG00000103510.15	KAT8
ENSG00000052344.11	PRSS8
ENSG00000089280.14	FUS
ENSG00000103490.13	PYCARD
ENSG00000140678.12	ITGAX
ENSG00000156885.4	COX6A2
ENSG00000140682.14	TGFB1I1
ENSG00000140688.12	C16orf58
ENSG00000166123.9	GPT2
ENSG00000069345.7	DNAJA2
ENSG00000103479.10	RBL2
ENSG00000166971.12	AKTIP
ENSG00000087245.8	MMP2
ENSG00000198848.8	CES1
ENSG00000159461.10	AMFR
ENSG00000167005.9	NUDT21
ENSG00000125124.7	BBS2
ENSG00000087250.4	MT3
ENSG00000125148.6	MT2A
ENSG00000260549.1	MT1L
ENSG00000169715.10	MT1E
ENSG00000205364.3	MT1M
ENSG00000205362.6	MT1A
ENSG00000198417.5	MT1F
ENSG00000125144.9	MT1G
ENSG00000187193.8	MT1X
ENSG00000051108.10	HERPUD1
ENSG00000172775.12	FAM192A
ENSG00000102931.3	ARL2BP
ENSG00000102934.5	PLLP
ENSG00000006210.6	CX3CL1
ENSG00000005194.10	CIAPIN1
ENSG00000088682.9	COQ9
ENSG00000102978.8	POLR2C
ENSG00000205336.7	GPR56
ENSG00000070761.3	C16orf80
ENSG00000070770.4	CSNK2A2
ENSG00000103034.10	NDRG4
ENSG00000125107.12	CNOT1
ENSG00000125166.8	GOT2
ENSG00000179776.13	CDH5
ENSG00000140932.5	CMTM2
ENSG00000140931.15	CMTM3
ENSG00000135720.8	DYNC1LI2
ENSG00000166592.7	RRAD
ENSG00000166595.7	FAM96B
ENSG00000172831.7	CES2
ENSG00000102878.11	HSF4
ENSG00000140939.10	NOL3
ENSG00000196123.8	KIAA0895L
ENSG00000205250.4	E2F4
ENSG00000168701.14	TMEM208
ENSG00000135723.9	FHOD1
ENSG00000159713.6	TPPP3
ENSG00000176387.6	HSD11B2
ENSG00000159720.7	ATP6V0D1
ENSG00000039523.13	FAM65A
ENSG00000102974.10	CTCF
ENSG00000124074.7	ENKD1
ENSG00000102901.8	CENPT
ENSG00000168286.1	THAP11
ENSG00000102898.7	NUTF2
ENSG00000038358.10	EDC4
ENSG00000141086.13	CTRL
ENSG00000205220.7	PSMB10
ENSG00000213398.3	LCAT
ENSG00000124067.12	SLC12A4
ENSG00000039068.14	CDH1
ENSG00000168802.8	CHTF8
ENSG00000132612.14	VPS4A
ENSG00000103018.12	CYB5B
ENSG00000181019.8	NQO1
ENSG00000141101.8	NOB1
ENSG00000090861.11	AARS
ENSG00000103051.14	COG4
ENSG00000189091.8	SF3B3
ENSG00000157368.6	IL34
ENSG00000132613.10	MTSS1L
ENSG00000172137.14	CALB2
ENSG00000182149.16	IST1
ENSG00000257017.4	HP
ENSG00000140829.7	DHX38
ENSG00000103035.6	PSMD7
ENSG00000260539.1	RP11-252A24.7
ENSG00000090863.7	GLG1
ENSG00000168928.8	CTRB2
ENSG00000168925.6	CTRB1
ENSG00000240338.1	RP11-331F4.4
ENSG00000050820.12	BCAR1
ENSG00000153774.4	CFDP1
ENSG00000034713.3	GABARAPL2
ENSG00000065427.10	KARS
ENSG00000166848.5	TERF2IP
ENSG00000178573.6	MAF
ENSG00000153815.12	CMIP
ENSG00000140943.12	MBTPS1
ENSG00000103168.12	TAF1C
ENSG00000103175.6	WFDC1
ENSG00000103187.6	COTL1
ENSG00000103194.11	USP10
ENSG00000103196.7	CRISPLD2
ENSG00000153786.8	ZDHHC7
ENSG00000131149.13	GSE1
ENSG00000131143.4	COX4I1
ENSG00000103264.11	FBXO31
ENSG00000140941.8	MAP1LC3B
ENSG00000103257.4	SLC7A5
ENSG00000158545.11	ZC3H18
ENSG00000051523.6	CYBA
ENSG00000167508.6	MVD
ENSG00000103335.15	PIEZO1
ENSG00000198931.6	APRT
ENSG00000197912.9	SPG7
ENSG00000167526.9	RPL13
ENSG00000131165.10	CHMP1A
ENSG00000185324.17	CDK10
ENSG00000141002.14	TCF25
ENSG00000140995.12	DEF8
ENSG00000167699.9	GLOD4
ENSG00000159842.10	ABR
ENSG00000108953.12	YWHAE
ENSG00000167193.7	CRK
ENSG00000197879.10	MYO1C
ENSG00000132376.15	INPP5K
ENSG00000174238.10	PITPNA
ENSG00000174231.12	PRPF8
ENSG00000186594.8	MIR22HG
ENSG00000167711.9	SERPINF2
ENSG00000132386.6	SERPINF1
ENSG00000132383.7	RPA1
ENSG00000108963.13	DPH1
ENSG00000141258.8	SGSM2
ENSG00000007168.8	PAFAH1B1
ENSG00000132361.12	CLUH
ENSG00000213977.3	TAX1BP3
ENSG00000127774.6	EMC6
ENSG00000074370.13	ATP2A3
ENSG00000132388.8	UBE2G1
ENSG00000183018.4	SPNS2
ENSG00000132382.10	MYBBP1A
ENSG00000141456.10	PELP1
ENSG00000141480.13	ARRB2
ENSG00000161921.10	CXCL16
ENSG00000142507.5	PSMB6
ENSG00000129219.9	PLD2
ENSG00000141503.11	MINK1
ENSG00000108528.9	SLC25A11
ENSG00000108523.11	RNF167
ENSG00000108518.7	PFN1
ENSG00000108515.13	ENO3
ENSG00000091640.3	SPAG7
ENSG00000108509.16	CAMTA2
ENSG00000129250.7	KIF1C
ENSG00000029725.12	RABEP1
ENSG00000108561.4	C1QBP
ENSG00000091592.11	NLRP1
ENSG00000129235.6	TXNDC17
ENSG00000132535.14	DLG4
ENSG00000072778.15	ACADVL
ENSG00000004975.7	DVL2
ENSG00000170296.5	GABARAP
ENSG00000175826.7	CTDNEP1
ENSG00000170291.10	ELP5
ENSG00000181885.14	CLDN7
ENSG00000006047.8	YBX2
ENSG00000132507.13	EIF5A
ENSG00000132522.11	GPS2
ENSG00000187838.12	TMEM256-PLSCR3
ENSG00000205544.3	TMEM256
ENSG00000169992.5	NLGN2
ENSG00000174282.7	ZBTB4
ENSG00000181222.10	POLR2A
ENSG00000239697.6	TNFSF12
ENSG00000161955.12	TNFSF13
ENSG00000161956.8	SENP3
ENSG00000161960.10	EIF4A1
ENSG00000129226.9	CD68
ENSG00000129255.10	MPDU1
ENSG00000129245.7	FXR2
ENSG00000141504.7	SAT2
ENSG00000129244.4	ATP1B2
ENSG00000183011.9	LSMD1
ENSG00000170004.12	CHD3
ENSG00000170043.7	TRAPPC1
ENSG00000179094.9	PER1
ENSG00000220205.4	VAMP2
ENSG00000161970.8	RPL26
ENSG00000166579.11	NDEL1
ENSG00000133026.8	MYH10
ENSG00000007237.14	GAS7
ENSG00000109061.9	MYH1
ENSG00000125414.14	MYH2
ENSG00000006744.14	ELAC2
ENSG00000109099.9	PMP22
ENSG00000011295.11	TTC19
ENSG00000170315.9	UBB
ENSG00000175061.13	C17orf76-AS1
ENSG00000133030.15	MPRIP
ENSG00000154803.8	FLCN
ENSG00000141030.8	COPS3
ENSG00000215030.4	RPL13P12
ENSG00000108551.4	RASD1
ENSG00000133027.13	PEMT
ENSG00000072310.12	SREBF1
ENSG00000175662.13	TOM1L2
ENSG00000108591.5	DRG2
ENSG00000091542.8	ALKBH5
ENSG00000177731.11	FLII
ENSG00000176974.13	SHMT1
ENSG00000166482.7	MFAP4
ENSG00000189343.6	RPS2P46
ENSG00000072210.14	ALDH3A2
ENSG00000124422.7	USP22
ENSG00000034152.14	MAP2K3
ENSG00000109046.10	WSB1
ENSG00000109083.9	IFT20
ENSG00000109079.5	TNFAIP1
ENSG00000004142.7	POLDIP2
ENSG00000109072.9	VTN
ENSG00000087111.16	PIGS
ENSG00000109107.9	ALDOC
ENSG00000007202.10	KIAA0100
ENSG00000109111.10	SUPT6H
ENSG00000109113.13	RAB34
ENSG00000198242.9	RPL23A
ENSG00000132591.7	ERAL1
ENSG00000132589.11	FLOT2
ENSG00000196535.10	MYO18A
ENSG00000167543.11	TP53I13
ENSG00000108262.11	GIT1
ENSG00000167549.14	CORO6
ENSG00000108578.10	BLMH
ENSG00000185862.5	EVI2B
ENSG00000172301.6	COPRS
ENSG00000010244.12	ZNF207
ENSG00000108671.5	PSMD11
ENSG00000176658.12	MYO1D
ENSG00000108691.5	CCL2
ENSG00000006125.12	AP2B1
ENSG00000172660.7	TAF15
ENSG00000161570.4	CCL5
ENSG00000005955.8	GGNBP2
ENSG00000108270.6	AATF
ENSG00000174100.5	MRPL45
ENSG00000225485.3	ARHGAP23
ENSG00000108292.12	MLLT6
ENSG00000230055.2	CISD3
ENSG00000056661.9	PCGF2
ENSG00000108294.4	PSMB3
ENSG00000141720.7	PIP4K2B
ENSG00000125691.8	RPL23
ENSG00000002834.13	LASP1
ENSG00000108298.5	RPL19
ENSG00000131771.9	PPP1R1B
ENSG00000131748.11	STARD3
ENSG00000173991.5	TCAP
ENSG00000141736.9	ERBB2
ENSG00000141741.7	MIEN1
ENSG00000172057.5	ORMDL3
ENSG00000108344.10	PSMD3
ENSG00000008838.13	MED24
ENSG00000126351.8	THRA
ENSG00000126368.5	NR1D1
ENSG00000188895.7	MSL1
ENSG00000108349.10	CASC3
ENSG00000108352.7	RAPGEFL1
ENSG00000131759.13	RARA
ENSG00000141753.5	IGFBP4
ENSG00000131746.8	TNS4
ENSG00000186395.6	KRT10
ENSG00000171401.10	KRT13
ENSG00000171346.9	KRT15
ENSG00000171345.9	KRT19
ENSG00000186847.5	KRT14
ENSG00000186832.4	KRT16
ENSG00000128422.11	KRT17
ENSG00000173812.6	EIF1
ENSG00000173801.12	JUP
ENSG00000141756.14	FKBP10
ENSG00000141698.12	NT5C3B
ENSG00000131473.12	ACLY
ENSG00000173786.12	CNP
ENSG00000168259.10	DNAJC7
ENSG00000168256.13	NKIRAS2
ENSG00000108773.6	KAT2A
ENSG00000108774.10	RAB5C
ENSG00000173757.5	STAT5B
ENSG00000126561.12	STAT5A
ENSG00000168610.10	STAT3
ENSG00000177469.12	PTRF
ENSG00000033627.10	ATP6V0A1
ENSG00000108784.5	NAGLU
ENSG00000068120.10	COASY
ENSG00000108788.7	MLX
ENSG00000141699.6	FAM134C
ENSG00000131462.3	TUBG1
ENSG00000037042.8	TUBG2
ENSG00000068137.10	PLEKHH3
ENSG00000108799.8	EZH1
ENSG00000131477.6	RAMP2
ENSG00000131475.2	VPS25
ENSG00000183978.7	COA3
ENSG00000126581.8	BECN1
ENSG00000131467.6	PSME3
ENSG00000131471.2	AOC3
ENSG00000266967.2	AARSD1
ENSG00000131469.8	RPL27
ENSG00000068079.3	IFI35
ENSG00000108828.11	VAT1
ENSG00000188554.9	NBR1
ENSG00000175906.4	ARL4D
ENSG00000108861.4	DUSP3
ENSG00000141349.4	G6PC3
ENSG00000108840.11	HDAC5
ENSG00000168591.11	TMUB2
ENSG00000087152.11	ATXN7L3
ENSG00000108312.10	UBTF
ENSG00000108309.8	RUNDC3A
ENSG00000013306.11	SLC25A39
ENSG00000030582.12	GRN
ENSG00000108883.8	EFTUD2
ENSG00000131095.7	GFAP
ENSG00000172992.7	DCAKD
ENSG00000136448.7	NMT1
ENSG00000186834.2	HEXIM1
ENSG00000184922.9	FMNL1
ENSG00000120071.8	KANSL1
ENSG00000073969.14	NSF
ENSG00000198336.5	MYL4
ENSG00000141279.11	NPEPPS
ENSG00000108424.5	KPNB1
ENSG00000159111.8	MRPL10
ENSG00000141295.9	SCRN2
ENSG00000108465.10	CDK5RAP3
ENSG00000005243.5	COPZ2
ENSG00000082641.11	NFE2L1
ENSG00000108468.10	CBX1
ENSG00000136436.10	CALCOCO2
ENSG00000159199.9	ATP5G1
ENSG00000159202.13	UBE2Z
ENSG00000167085.7	PHB
ENSG00000064300.4	NGFR
ENSG00000121067.13	SPOP
ENSG00000121073.9	SLC35B1
ENSG00000005884.13	ITGA3
ENSG00000005882.7	PDK2
ENSG00000108819.9	PPP1R9B
ENSG00000108823.11	SGCA
ENSG00000108821.9	COL1A1
ENSG00000108829.9	LRRC59
ENSG00000136444.5	RSAD1
ENSG00000006282.15	SPATA20
ENSG00000154945.6	ANKRD40
ENSG00000108848.11	LUC7L3
ENSG00000141232.4	TOB1
ENSG00000008294.16	SPAG9
ENSG00000239672.3	NME1
ENSG00000243678.7	NME1-NME2
ENSG00000011260.9	UTP18
ENSG00000121060.10	TRIM25
ENSG00000121064.8	SCPEP1
ENSG00000121057.8	AKAP1
ENSG00000181610.8	MRPS23
ENSG00000180891.8	CUEDC1
ENSG00000136451.4	VEZF1
ENSG00000136450.8	SRSF1
ENSG00000264364.2	DYNLL2
ENSG00000213246.2	SUPT4H1
ENSG00000108387.10	SEPT4
ENSG00000141367.7	CLTC
ENSG00000062716.6	VMP1
ENSG00000121068.9	TBX2
ENSG00000011028.9	MRC2
ENSG00000198909.3	MAP3K3
ENSG00000108588.9	CCDC47
ENSG00000198231.8	DDX42
ENSG00000108592.12	FTSJ3
ENSG00000087191.8	PSMC5
ENSG00000108604.11	SMARCD2
ENSG00000259384.2	GH1
ENSG00000108654.7	DDX5
ENSG00000265298.1	RP13-104F24.3
ENSG00000120063.5	GNA13
ENSG00000091583.6	APOH
ENSG00000182481.4	KPNA2
ENSG00000196704.7	AMZ2
ENSG00000070540.8	WIPI1
ENSG00000108946.10	PRKAR1A
ENSG00000141338.9	ABCA8
ENSG00000166685.7	COG1
ENSG00000179604.8	CDC42EP4
ENSG00000172809.8	RPL38
ENSG00000109062.5	SLC9A3R1
ENSG00000109065.7	NAT9
ENSG00000167861.11	HID1
ENSG00000167862.5	ICT1
ENSG00000180901.6	KCTD2
ENSG00000167863.7	ATP5H
ENSG00000125458.2	NT5C
ENSG00000188612.7	SUMO2
ENSG00000125447.12	GGA3
ENSG00000125445.6	MRPS7
ENSG00000177885.9	GRB2
ENSG00000177728.10	KIAA0195
ENSG00000177303.5	CASKIN2
ENSG00000266714.2	MYO15B
ENSG00000161526.10	SAP30BP
ENSG00000132470.9	ITGB4
ENSG00000132475.4	H3F3B
ENSG00000132471.7	WBP2
ENSG00000132481.2	TRIM47
ENSG00000204316.8	MRPL38
ENSG00000257949.2	TEN1
ENSG00000167880.3	EVPL
ENSG00000167881.10	SRP68
ENSG00000182473.16	EXOC7
ENSG00000185262.7	UBALD2
ENSG00000161544.5	CYGB
ENSG00000163597.10	SNHG16
ENSG00000182534.9	MXRA7
ENSG00000161547.10	SRSF2
ENSG00000129657.10	SEC14L1
ENSG00000184640.13	SEPT9
ENSG00000108639.3	SYNGR2
ENSG00000184557.3	SOCS3
ENSG00000108669.12	CYTH1
ENSG00000035862.8	TIMP2
ENSG00000108679.8	LGALS3BP
ENSG00000173918.10	C1QTNF1
ENSG00000167280.12	ENGASE
ENSG00000171298.8	GAA
ENSG00000141543.5	EIF4A3
ENSG00000181523.8	SGSH
ENSG00000181409.7	AATK
ENSG00000157637.8	SLC38A10
ENSG00000184009.5	ACTG1
ENSG00000182446.9	NPLOC4
ENSG00000204237.4	OXLD1
ENSG00000214087.4	ARL16
ENSG00000185359.8	HGS
ENSG00000262814.2	MRPL12
ENSG00000225663.3	FAM195B
ENSG00000185624.10	P4HB
ENSG00000141522.7	ARHGDIA
ENSG00000183684.6	ALYREF
ENSG00000141552.13	ANAPC11
ENSG00000185813.6	PCYT2
ENSG00000187531.9	SIRT7
ENSG00000169689.10	STRA13
ENSG00000169738.3	DCXR
ENSG00000169733.7	RFNG
ENSG00000169727.8	GPS1
ENSG00000169718.13	DUS1L
ENSG00000169710.6	FASN
ENSG00000141526.10	SLC16A3
ENSG00000141551.10	CSNK1D
ENSG00000169660.11	HEXDC
ENSG00000178927.12	C17orf62
ENSG00000141580.11	WDR45B
ENSG00000141560.10	FN3KRP
ENSG00000176845.8	METRNL
ENSG00000101557.10	USP14
ENSG00000101605.8	MYOM1
ENSG00000101608.8	MYL12A
ENSG00000118680.8	MYL12B
ENSG00000173482.12	PTPRM
ENSG00000206418.3	RAB12
ENSG00000178127.8	NDUFV2
ENSG00000128791.7	TWSG1
ENSG00000017797.7	RALBP1
ENSG00000154845.11	PPP4R1
ENSG00000168461.8	RAB31
ENSG00000101558.9	VAPA
ENSG00000255112.2	CHMP1B
ENSG00000141401.7	IMPA2
ENSG00000176014.8	TUBB6
ENSG00000141385.5	AFG3L2
ENSG00000128789.16	PSMG2
ENSG00000167088.6	SNRPD1
ENSG00000101782.10	RIOK3
ENSG00000141380.9	SS18
ENSG00000134762.12	DSC3
ENSG00000134760.5	DSG1
ENSG00000118271.5	TTR
ENSG00000166974.8	MAPRE2
ENSG00000141424.8	SLC39A6
ENSG00000152234.11	ATP5A1
ENSG00000134049.3	IER3IP1
ENSG00000134030.9	CTIF
ENSG00000101665.4	SMAD7
ENSG00000177576.6	C18orf32
ENSG00000265681.2	RPL17
ENSG00000167315.13	ACAA2
ENSG00000141644.13	MBD1
ENSG00000154832.10	CXXC1
ENSG00000134046.7	MBD2
ENSG00000134440.7	NARS
ENSG00000166562.4	SEC11C
ENSG00000074695.5	LMAN1
ENSG00000119541.5	VPS4B
ENSG00000206075.9	SERPINB5
ENSG00000057149.10	SERPINB3
ENSG00000166347.14	CYB5A
ENSG00000133313.10	CNDP2
ENSG00000197971.10	MBP
ENSG00000122490.14	PQLC1
ENSG00000129946.6	SHC2
ENSG00000099804.4	CDC34
ENSG00000172270.14	BSG
ENSG00000099821.9	POLRMT
ENSG00000070423.13	RNF126
ENSG00000070404.5	FSTL3
ENSG00000099864.13	PALM
ENSG00000011304.12	PTBP1
ENSG00000197766.3	CFD
ENSG00000175221.10	MED16
ENSG00000198858.5	R3HDM4
ENSG00000182087.8	TMEM259
ENSG00000064666.10	CNN2
ENSG00000099817.7	POLR2E
ENSG00000167468.12	GPX4
ENSG00000064932.11	SBNO2
ENSG00000118046.10	STK11
ENSG00000099624.3	ATP5D
ENSG00000167470.8	MIDN
ENSG00000099622.9	CIRBP
ENSG00000115286.15	NDUFS7
ENSG00000130005.7	GAMT
ENSG00000071626.12	DAZAP1
ENSG00000115268.5	RPS15
ENSG00000115255.6	REEP6
ENSG00000071655.13	MBD3
ENSG00000127540.7	UQCR11
ENSG00000129968.11	ABHD17A
ENSG00000227500.5	SCAMP4
ENSG00000133275.11	CSNK1G2
ENSG00000133243.4	BTBD2
ENSG00000099875.10	MKNK2
ENSG00000172081.9	MOB3A
ENSG00000065000.11	AP3D1
ENSG00000104886.5	PLEKHJ1
ENSG00000104897.5	SF3A2
ENSG00000104904.8	OAZ1
ENSG00000130332.10	LSM7
ENSG00000005206.12	SPPL2B
ENSG00000099800.3	TIMM13
ENSG00000099860.4	GADD45B
ENSG00000176533.8	GNG7
ENSG00000104969.5	SGTA
ENSG00000065717.10	TLE2
ENSG00000104964.10	AES
ENSG00000088256.4	GNA11
ENSG00000125912.6	NCLN
ENSG00000141905.13	NFIC
ENSG00000105325.9	FZR1
ENSG00000064961.14	HMG20B
ENSG00000186111.4	PIP5K1C
ENSG00000183617.4	MRPL54
ENSG00000077009.9	NMRK2
ENSG00000167657.7	DAPK3
ENSG00000167658.11	EEF2
ENSG00000178951.4	ZBTB7A
ENSG00000126934.9	MAP2K2
ENSG00000141985.5	SH3GL1
ENSG00000167671.7	UBXN6
ENSG00000167674.10	HDGFRP2
ENSG00000167676.3	PLIN4
ENSG00000171236.9	LRG1
ENSG00000074842.3	C19orf10
ENSG00000176840.7	MIR7-3HG
ENSG00000105355.4	PLIN3
ENSG00000105426.10	PTPRS
ENSG00000130254.7	SAFB2
ENSG00000160633.8	SAFB
ENSG00000130255.8	RPL36
ENSG00000174917.4	C19orf70
ENSG00000196365.7	LONP1
ENSG00000174886.8	NDUFA11
ENSG00000031823.10	RANBP3
ENSG00000267427.1	CTC-503J8.6
ENSG00000130382.7	MLLT1
ENSG00000125656.4	CLPP
ENSG00000125652.3	ALKBH7
ENSG00000125651.9	GTF2F1
ENSG00000088247.11	KHSRP
ENSG00000125648.10	SLC25A23
ENSG00000104833.6	TUBB4A
ENSG00000125730.12	C3
ENSG00000125734.9	GPR108
ENSG00000125733.13	TRIP10
ENSG00000198816.5	ZNF358
ENSG00000090674.11	MCOLN1
ENSG00000032444.11	PNPLA6
ENSG00000076924.7	XAB2
ENSG00000229833.5	PET100
ENSG00000076944.10	STXBP2
ENSG00000181029.7	TRAPPC5
ENSG00000076984.13	MAP2K7
ENSG00000104976.7	SNAPC2
ENSG00000178531.4	CTXN1
ENSG00000104980.3	TIMM44
ENSG00000167775.6	CD320
ENSG00000267855.1	NDUFA7
ENSG00000233927.4	RPS28
